sentence_id,something_1,used,for,something_2,something_1_first_index,something_1_last_index,used_first_index,used_last_index,for_first_index,for_last_index,something_2_first_index,something_2_last_index,sentence_text
2033860,technology,used,for,bridges,1,1,3,3,4,4,6,6,"Applying technology normally used for ore bridges and other bulk material handling machines , Heyl & Patterson designed and manufactured the trucks , gear motors and 480 - volt AC motor drive that opened and closed the arena roof ."
2035412,song,used,for,pageant,4,4,9,9,10,10,13,13,"This marks the second song by Pitbull to be used for a beauty pageant ( after "" Took My Love "" , a track from his album "" Planet Pit "" , which served as the official song of the rival Miss America 2012 pageant ) ."
2036369,concept,used,for,physics,6,6,7,7,8,8,10,10,"Using the Bose – Einstein statistics concept used for quantum physics , he showed the complex convergence toward the Pareto distribution during the theatrical run and the way word - of - mouth drove a theatrical run 's almost chaotic behavior ."
2041144,artifacts,used,for,communications,19,19,20,20,21,21,22,22,"Rhetorical criticism studies and analyzes the purpose of the words , sights , and sounds that are the symbolic artifacts used for communications among people ."
2042034,names,used,for,bridge,2,2,3,3,4,4,6,6,"Among the names used for the bridge during its history are the Saros Bridge , the Bridge of Justinian , the al - Walid Bridge and Taşköprü ( "" Stone Bridge "" in Turkish ) ."
2047752,name,used,for,variety,7,7,8,8,11,11,13,13,"Zapoteco serrano , del sureste is a name used by INALI for a variety of Zapotec recognized by the Mexican government ."
2057510,name,used,for,variety,9,9,10,10,13,13,15,15,"Zapoteco de la Sierra sur , noroeste is a name used by INALI for a variety of Zapotec recognized by the Mexican government ."
2068573,structure,used,for,ritual,10,10,11,11,12,12,13,13,These artifacts are significant due to their placement in a structure used for ritual and associated with power .
2070692,attack,used,for,Symbiotes,11,11,12,12,13,13,14,14,"Their robbery is interrupted by Superior Octopus who uses a sonic attack used for Symbiotes on Waxman , had his outfit rendered immune to Skein 's abilities , had his goggles tune out Dansen 's hypnotic dance , and easily took down the Brothers Grimm ."
2072821,mill,used,for,carding,8,8,9,9,10,10,11,11,The property also includes the site of a mill used for carding and manufacturing woolens dating to 1795 .
2074755,loop,used,for,equipment,2,2,3,3,4,4,7,7,A storage loop used for track maintenance equipment lies to the east of the station on the site of what was formerly a freight yard .
2075548,Names,used,for,sites,0,0,3,3,4,4,6,6,"Names and spellings used for the sites were based on the official 2008 Watch List as published.<br > 
"
2075673,name,used,for,variety,8,8,9,9,12,12,14,14,"Zapoteco serrano , del sureste medio is a name used by INALI for a variety of Zapotec recognized by the Mexican government ."
2080413,method,used,for,creation,1,1,5,5,6,6,9,9,One method of spray deposition used for CNT film creation is an ultrasonic nozzle to atomize CNTs in solution to form PEDOT layers .
2081864,name,used,for,variety,8,8,9,9,12,12,14,14,"Zapoteco de Valles , del noreste is a name used by INALI for a variety of Zapotec recognized by the Mexican government ."
2087485,velocity,used,for,engineering,39,39,40,40,41,41,43,43,"Additionally , the facility operates a 20   hp ( 14.91   kW ) , open - jet , 1,750   rpm Axial - Flow Fan with a 36.58   m / s ( 81.83   mph ) maximum velocity used for basic engineering research in turbomachinery blading ."
2087486,circuit,used,for,research,15,15,16,16,18,18,19,19,"Another 2.75 meter diameter , 100   hp ( 74.6   kW ) closed - circuit used specifically for research in viscous sublayer and in modeling of turbulent flow of fluids next to a wall at large scale ."
2090015,species,used,for,purposes,4,4,5,5,6,6,8,8,Some of the Alstroemeriaceae species used for ornamental purposes are :
2097970,fat,used,for,bing,2,2,3,3,4,4,5,5,The preferred fat used for bing is usually lard .
2100131,term,used,for,games,25,25,26,26,27,27,29,29,"Fitness game , exergaming or exer - gaming ( a portmanteau of "" exercise "" and "" gaming "" ) , or gamercising is a term used for video games that are also a form of exercise ."
2101007,life,used,for,strontium-90,43,43,44,44,45,45,46,46,The groups stated that the study suffered from small sample sizes ; no control populations ; no other cancer risk factors considered ; no environmental sampling and analysis ; cherry picking of data to fit the conclusion ; and an incorrect half - life used for strontium-90 .
2102357,name,used,for,zirconia,4,4,5,5,11,11,14,14,"Diamonique is the brand name used by television shopping network QVC for their cubic zirconia simulated colorless diamond , simulated colored diamond , and simulated colored gemstone jewelry ( cubic zirconia is a common type of gemstone substitute ) ."
2103629,cabins,used,for,lodging,6,6,13,13,22,22,23,23,"The property also features 13 log cabins built between 1917 and 1971 , used by the club during beagle shows and trials for lodging ."
2113379,situation,used,for,directions,7,7,22,22,23,23,26,26,"In Japanese , there is the interesting situation that native Japanese words ( yamato kotoba , kun readings of kanji ) are used for the cardinal directions ( such as "" minami "" for 南 , south ) , but borrowed Chinese words ( on readings of kanji ) are used for intercardinal directions ( such as "" tō - nan "" for 東南 , southeast , lit . "" east - south "" ) ."
2113379,situation,used,for,南,7,7,22,22,33,33,34,34,"In Japanese , there is the interesting situation that native Japanese words ( yamato kotoba , kun readings of kanji ) are used for the cardinal directions ( such as "" minami "" for 南 , south ) , but borrowed Chinese words ( on readings of kanji ) are used for intercardinal directions ( such as "" tō - nan "" for 東南 , southeast , lit . "" east - south "" ) ."
2127918,gene,used,for,analysis,44,44,45,45,46,46,48,48,"Although it is not known with certainty what the closest relatives of the Steccherinaceae are , the genera "" Climacocystis "" , "" Hypochnicium "" , "" Meripilus "" , "" Podoscypha "" , and "" Pouzaroporia "" consistently appear close regardless of the gene used for phylogenetic analysis ."
2128008,ATP,used,for,transfer,6,6,7,7,8,8,10,10,Up to 23 % of the ATP used for energy transfer was supplied in this way while the animal was swimming .
2133704,Signatures,used,for,inspection,0,0,1,1,2,2,4,4,Signatures used for packet inspection are stored in a simple text file .
2135318,tool,used,for,process,27,27,28,28,29,29,32,32,"The current choreography consists of traits from its African essence , both in the costumes which is extremely simple , and in the machete ( a work tool used for the fishing process ) ."
2149302,buildings,used,for,care,26,26,31,31,32,32,34,34,"The Trust is undergoing a £ 484.7 million public capital development programme for the modernisation of the Royal Sussex County Hospital , which has the oldest buildings in the NHS still used for acute care ."
2154487,weight,used,for,vessels,28,28,36,36,37,37,40,40,"Gross register tonnage ( GRT ) is the total internal volume of commercial vessels , including those requisitioned and converted for naval use , whilst displacement is the weight of water displaced by the hull , used for fleet naval vessels such as destroyers , fleet minesweepers and sloops ."
2159585,music,used,for,form,1,1,4,4,5,5,10,10,The music and lyrics used for the Latin Christian art form of Chavittu Nadakam were sourced from Fr . Joseph who has been doing research on the subject for quite some time .
2161873,machines,used,for,plowing,13,13,17,17,18,18,19,19,"Visitors are given the opportunity to explore the collections of horse - powered machines and farm implements used for plowing , planting , and harvesting during the 19th century ."
2162617,artwork,used,for,album,1,1,2,2,3,3,5,5,The artwork used for the album was shot by David LaChapelle .
2179332,buildings,used,for,housing,11,11,13,13,14,14,16,16,There were also 9 buildings in the municipality that were multipurpose buildings ( used for both housing and commercial or another purpose ) .
2182669,techniques,used,for,purposes,13,13,15,15,19,19,21,21,The double - blind study and evidence - based medicine are critical scientific techniques widely used in the West for medical purposes .
2183042,ones,used,for,o'-lanterns,54,54,55,55,56,56,59,59,"Pumpkin pie , for instance , is a traditional part of Thanksgiving meals in Canada and the United States , and pumpkins are frequently carved as jack - o'-lanterns for decoration around Halloween , although commercially canned pumpkin purée and pumpkin pie fillings are usually made from different kinds of winter squash than the ones used for jack - o'-lanterns ."
2183069,pumpkin,used,for,jack,3,3,4,4,5,5,6,6,The traditional American pumpkin used for jack - o - lanterns is the Connecticut field variety .
2184388,t,used,for,services,12,12,13,13,16,16,19,19,The Island has a 41 - metre lighthouse and an average Heliport t used by Administration for Emergency medical services .
2190509,jargon,used,for,documentation,1,1,2,2,3,3,5,5,The jargon used for this documentation will also vary by institution .
2190905,fountains,used,for,event,19,19,20,20,21,21,22,22,"The fountain are through in Underground Base , this fountain are completed in June 2010 , then make the fountains used for event ."
2200996,site,used,for,building,10,10,11,11,12,12,13,13,"Graves were to be moved to Oconee Hill and the site used for building , but his death in December , 1905 ended this campaign ."
2201848,therapies,used,for,treatment,17,17,18,18,20,20,25,25,"This used to treat "" P. falciparum "" , and is grouped into artemisinin - based combination therapies used most for "" P. falciparum "" treatment ."
2205488,tiles,used,for,construction,7,7,8,8,9,9,11,11,"South and west of Guang'anmen , roof tiles used for palace construction and dense concentrations of wells lined with ceramic ring tiles have been discovered ."
2210484,area,used,for,rearing,19,19,23,23,24,24,26,26,"A significant area of the south and west of the village is taken up by Muggleswick Common , an area of upland moorland used for grouse rearing ( and associated game ( food ) shooting ) and sheep grazing ."
2212227,Armadillo,used,for,cartoon,7,7,8,8,9,9,13,13,"The most notable example is a female Armadillo used for a 1943 Pluto cartoon , "" Pluto and the Armadillo "" ."
2215590,fund,used,for,operations,29,29,30,30,31,31,33,33,"On January 13 , 2012 , an independent audit from the State of California issued a report stating that PG&E had illegally diverted over $ 100 million from a fund used for safety operations , and instead used it for executive compensation and bonuses ."
2221212,venues,used,for,Games,3,3,4,4,5,5,8,8,"Many of the venues used for the 2000 Games continue to be in use as of 2020 , although some of the pre - existing facilities have been demolished and replaced ."
2222908,choice,used,for,decks,5,5,10,10,12,12,13,13,"Metal furniture is a popular choice of furnishings , especially used outdoors for decks and patios ."
2235093,grapes,used,for,production,8,8,10,10,11,11,13,13,"Manilva 's vineyards are famous for their moscatel grapes , used for the production of raisins and fine wines ."
2240519,acreage,used,for,tourism,6,6,9,9,10,10,11,11,"Piiholo Ranch is part of that acreage , now used for tourism ."
2247507,variant,used,for,Corvette,1,1,2,2,5,5,7,7,One variant used by Chevrolet for its Corvette incorporates the inner skeleton to the frame .
2249674,name,used,for,number,9,9,10,10,11,11,13,13,"The miliaresion ( , from ) , was a name used for a number of Byzantine silver coins ."
2251011,term,used,for,people,44,44,45,45,49,49,50,50,"The name of the dish originates either from the Thai name of the "" Bombax ceiba "" (; "" ngio "" ) of which the dried flower cores are an essential ingredient in the soup , or from "" ngiao "" , a derogatory term used in Northern Thailand for people of Shan descent ."
2255254,quarry,used,for,convenience,7,7,9,9,13,13,14,14,"The pit was in a disused Roman quarry , used by the killers for convenience rather than specially dug for the purpose ."
2258748,manifestations,used,for,attacks,23,23,31,31,33,33,35,35,"In battle , the party has access to both melee and gun weapons , in addition to being able to summon Personas , manifestations of the main characters ' inner psyche used mainly for special attacks ."
2258921,image,used,for,announcement,10,10,11,11,12,12,16,16,"There was also a wish , especially in the teaser image used for the game 's announcement , which represented the main characters ' being chained down by the rules of the modern world ."
2272798,class,used,for,humans,5,5,6,6,8,8,9,9,The first class is a class used exclusively for humans .
2279069,characteristic,used,for,identification,3,3,4,4,5,5,6,6,The most obvious characteristic used for identification is the multiple single compartments sealed off from another .
2281640,airfield,used,for,aircraft,10,10,11,11,13,13,15,15,"Rand Airport , located in Germiston , is a small airfield used mostly for private aircraft and the home of South African Airways 's first Boeing 747SP now serves as an aviation museum ."
2284706,card,used,for,NVLOGs,6,6,9,9,10,10,11,11,"Starting with AFF A800 NVRAM PCI card no longer used for NVLOGs , it was replaced with NVDIMM memory directly connected to the memory bus ."
2284793,RAID,used,for,volumes,1,1,2,2,13,13,15,15,SSD RAID used as cache and improved performance for read - write operations for FlexVol volumes on the aggregate where SSD added as the cache .
2284944,device,used,for,speed,18,18,19,19,20,20,21,21,"The hard disk system ( when it was working ) was considered a "" temporary "" file storage device used for speed , not to be trusted to hold files for long - term storage ."
2285780,method,used,for,lobster,4,4,5,5,6,6,9,9,"Trawling is the main method used for the Norway lobster or Dublin Bay prawn , "" Nephrops norvegicus "" , and for those slipper lobsters that prefer soft substrates , such as "" Thenus "" and "" Ibacus "" ."
2289358,sacks,used,for,storage,1,1,3,3,4,4,6,6,"Stuff sacks commonly used for the storage of sleeping bags , which are then stuffed into the bag , rather than rolled or folded ."
2296828,airfields,used,for,training,1,1,2,2,6,6,7,7,"Additional airfields used by George Field for training were Atterbury Army Air Field , Indiana , and Sturgis Army Air Field , Kentucky , beginning in 1944 for combat troop carrier training ."
2302259,name,used,for,squad,19,19,20,20,24,24,28,28,"The first option was "" Los Forzosos de Almagro "" ( "" The Strongmen of Almagro "" , the name used by the boys for their street football squad ) , which did not sound good to Father Massa ( who was present ) ."
2310529,shrubs,used,for,sweeping,12,12,20,20,21,21,22,22,"The word "" broom "" derives from the name of certain thorny shrubs ( "" Genista "" and others ) used for sweeping ."
2317479,office,used,for,courses,5,5,11,11,12,12,14,14,"The organization has a regional office in Kleve , Germany , used for training courses , small scale seminars and meetings ."
2328793,tool,used,for,decades,8,8,11,11,12,12,16,16,The Halligan has become the most versatile hand tool to be used for the past seven decades for a multitude of fireground tasks .
2328793,tool,used,for,multitude,8,8,11,11,17,17,19,19,The Halligan has become the most versatile hand tool to be used for the past seven decades for a multitude of fireground tasks .
2328818,opener,used,for,access,12,12,14,14,19,19,20,20,"Another variant has an end that resembles a lever - type can opener , used for making large holes for access or ventilation in sheet metal ."
2333782,rule,used,for,addition,2,2,3,3,4,4,6,6,"The parallelogram rule used for the addition of forces , however , dates from antiquity and is noted explicitly by Galileo and Newton ."
2334037,hides,used,for,gloves,13,13,15,15,16,16,17,17,"Hundreds of deer and elk were killed by parties of hunters for their hides , used for gloves in the gold mines ."
2334949,term,used,for,them,25,25,26,26,27,27,28,28,"It is important to note that in NASCAR , a pit box is a tool ( see below ) , though there is a definitive term used for them ."
2353507,title,used,for,editions,3,3,4,4,5,5,7,7,"Hairstyles is a title used for international editions of a professional hairdressing magazine originally published in Barcelona , Catalonia , Spain , under the name "" Peluquerias "" ."
2361370,caves,used,for,housing,15,15,16,16,17,17,18,18,"They consist of an excavation housing an English naval gun , and a series of caves used for housing and operations that provided shelter from aerial bombardment ."
2363778,designation,used,for,crime,18,18,19,19,24,24,26,26,""" Driving while black "" is word play on driving while intoxicated , or DWI , the legal designation used in some US jurisdictions for the crime of driving while under the intoxicating effect of alcohol ."
2375865,pedal,used,for,organs,10,10,11,11,12,12,16,16,The Transicord can also be equipped with the same volume pedal used for many other Farfisa organs .
2376647,term,used,for,telephones,3,3,4,4,5,5,11,11,"CT0 is a term used for pre - CT1 analog cordless telephones that were deployed in a variety of countries with incompatible standards , mostly in the low VHF frequency range below broadcast Band I."
2378139,systems,used,for,decades,8,8,18,18,23,23,24,24,"This was an upgrade for semi - active systems ( "" automatic road - sensing suspensions "" ) used in upscale GM vehicles for decades ."
2384997,cover,used,for,releases,1,1,2,2,3,3,4,4,"The cover used for releases in Japan and PAL regions was drawn by Ueda himself , and was inspired by the Italian artist Giorgio de Chirico and his work "" The Nostalgia of the Infinite "" ."
2385045,animation,used,for,characters,16,16,17,17,18,18,21,21,"Many reviewers were impressed with the expansiveness and the details given to the environments , the animation used for the main characters despite their low polygon count , as well as the use of lighting effects ."
2387781,methods,used,for,type,22,22,23,23,24,24,27,27,Optical sorting machines ’ ability to distinguish between resin types also aids in the process of recycling plastics because there are different methods used for each plastic type .
2390698,one,used,for,business,17,17,18,18,19,19,21,21,"Russian imperial ideology dominated the schools and the army , and the Russian language was the only one used for official business in the urban workplace , government offices , and public services ."
2390760,work,used,for,centuries,3,3,8,8,13,13,15,15,"It became a work of worldwide renown , used as a reference book for two centuries ."
2393082,source,used,for,play,26,26,27,27,34,34,36,36,"Schiller based his work on a novel written in 1672 by the French Abbé , César Vichard de Saint - Réal , which was also the source used by the English writer Thomas Otway for his play "" Don Carlos , Prince of Spain "" ."
2419046,remodeling,used,for,services,1,1,10,10,11,11,14,14,The remodeling of the old Juan Bigas building to be used for municipal government services was to occur at a cost of $ 6.828 million .
2421601,animals,used,for,research,24,24,25,25,26,26,27,27,"However , it has also noted the ethical concerns involved , and stated that animals should be used in restricted circumstances , that any animals used for research should be treated humanely , and that alternative techniques should be employed where possible ."
2430448,alias,used,for,one,13,13,14,14,15,15,16,16,"[ * Note : the name "" Benjamin "" appears to be an alias used for one of his sons , since no primary source records exist of Benjamin 's birth or subsequent activities in the Colonies . ]"
2437968,tool,used,for,analyses,4,4,8,8,9,9,13,13,EcoProIT will design a tool for industrial applications used for detailed environmental footprint analyses of their production systems and the products produced using simulation .
2451373,adjective,used,for,any,5,5,6,6,7,7,8,8,"Henryi , a new Latin adjective used for any of several naturalists named Henry , may refer to :"
2462232,wine,used,for,Communion,29,29,30,30,35,35,36,36,"In the 1960s , prior to winning DOP status in 1976 , the area began to shift its focus to dry white wines and the production of red sacramental wine used by the Christian Church for Communion ."
2462256,part,used,for,production,19,19,24,24,27,27,30,30,"The Penedès Superior is located in the foothills of the mountains enclosing the Central Depression and is the coolest part of the region , used almost exclusively for white wine production ."
2467883,variety,used,for,wine,5,5,6,6,7,7,9,9,Pamid is an old grape variety used for red wine .
2470086,buildings,used,for,housing,11,11,13,13,14,14,16,16,There were also 7 buildings in the municipality that were multipurpose buildings ( used for both housing and commercial or another purpose ) .
2470095,buildings,used,for,housing,11,11,13,13,14,14,16,16,There were also 20 buildings in the municipality that were multipurpose buildings ( used for both housing and commercial or another purpose ) .
2470104,buildings,used,for,housing,12,12,14,14,15,15,17,17,There were also 1 buildings in the municipality that was a multipurpose buildings ( used for both housing and commercial or another purpose ) .
2479532,elements,used,for,function,32,32,33,33,34,34,37,37,"In this context a widget may refer to a generic GUI element such as a check box , to an instance of that element , or to a customized collection of such elements used for a specific function or application ( such as a dialog box for users to customize their computer screen appearances ) ."
2481026,aircraft,used,for,enforcement,11,11,18,18,19,19,21,21,"Today , the Indiana State Police have three fixed - wing aircraft , two helicopters and six pilots used for law enforcement throughout the state which are maintained by the Aviation Section of the Operations Support Division ."
2484415,gems,used,for,purposes,8,8,9,9,10,10,12,12,"The Crystal Magicians , who turn humans into gems used for mystical purposes ."
2488890,Terraces,used,for,irrigation,0,0,1,1,2,2,4,4,Terraces used for crop irrigation were built on both sides of the Chili River valley .
2489121,stadiums,used,for,events,2,2,8,8,9,9,11,11,"The main stadiums in the city ( also used for other events ) are : Virgen de Chapi Stadium ( property of San Agustin National University ) , Mariano Melgar Stadium , Los Palitos Stadium and Umacollo Stadium ."
2491254,platform,used,for,range,14,14,15,15,16,16,19,19,"2010 saw the launch of ON24 ’s Virtual Briefing Center , a virtual environment platform used for a wide range of applications , such as training , marketing , product launches and corporate and HR communications ; and ON24 Social Webcasting , an open webcasting platform which integrates with the major social networking applications and provides a user - controlled experience ."
2495427,restrictions,used,for,church,8,8,15,15,17,17,20,20,"Its subsequent sale to the church carried the restrictions that the land could only be used "" for a Christian church no higher than 75 feet , exclusive of steeple "" through 1975 ."
2505015,word,used,for,dance,19,19,20,20,21,21,22,22,"Raghs ( also spelled as Raqs ) is the Arabic word for dance , and is almost exclusively the word used for dance in Persian , as the Persian word for dance , paykubi , is no longer in common usage ."
2508471,instance,used,for,gain,9,9,15,15,16,16,19,19,"The 1934 World Cup was a high - profile instance of a sporting event being used for overt political gain , much like the Berlin Olympics two years later ."
2508632,algorithm,used,for,optimization,14,14,15,15,16,16,17,17,This example problem was originally a FORTRAN application from a RAND report about an algorithm used for optimization of boundary - value problem applications .
2509930,name,used,for,greenling,13,13,15,15,17,17,19,19,"The combined species would have been called the Okhotsk Atka mackerel , a name now used only for the greenling ."
2516970,branding,used,for,coverage,5,5,6,6,7,7,8,8,"NCAA March Madness is the branding used for coverage of the NCAA Division I Men 's Basketball Tournament that is jointly produced by CBS Sports , the sports division of the CBS television network , and Turner Sports , the national sports division of WarnerMedia in the United States ."
2518398,music,used,for,entertainment,1,1,2,2,3,3,8,8,"The music used for the pre - show entertainment was composed by Jackie Jackson and was dubbed "" Paula 's Theme "" in her honor ."
2528905,models,used,for,creation,10,10,13,13,14,14,16,16,Several different positions soon became apparent with respect to the models to be used for the creation of a Catalan literature .
2539141,solution,used,for,measurement,1,1,3,3,4,4,7,7,One solution sometimes used for accurate humidity measurement when the air temperature is below freezing is to use a thermostatically - controlled electric heater to raise the temperature of outside air to above freezing .
2549452,style,used,for,functions,14,14,15,15,16,16,18,18,"It was deemed to be "" the best example of the [ Mission ] style used for governmental functions "" among Mission style buildings in Twin Falls County where the style was popular during 1910 to 1928 ."
2549700,series,used,for,set,6,6,7,7,8,8,11,11,This resulted in the name Bergmann series used for such a set of lines in a spectrum .
2555501,term,used,for,Sikhs,7,7,8,8,22,22,23,23,Bhapa or ( Bhaapa ) is a term used in Punjab by the members of the Sikh community in a pejorative sense for Sikhs that migrated from Pakistan after the Partition of India in 1947 .
2556435,buildings,used,for,school,19,19,20,20,21,21,25,25,"Opened in 1917 , the building replaced another high school building from 1895 , which was one of several buildings used for the local high school since its establishment in 1857 ; all of these older buildings have since been demolished ."
2572546,form,used,for,analysis,13,13,17,17,18,18,20,20,"In statistical genetics , Haseman – Elston ( HE ) regression is a form of statistical regression used for linkage analysis of quantitative traits ."
2581915,type,used,for,shading,8,8,13,13,14,14,15,15,"In computer graphics , a shader is a type of computer program originally used for shading in 3D scenes ( the production of appropriate levels of light , darkness , and color in a rendered image ) ."
2587981,evidence,used,for,purposes,3,3,7,7,8,8,10,10,There is no evidence that either were used for navigational purposes as the state has no large bodies of water that would require the need .
2592552,inhibitor,used,for,treatment,17,17,18,18,19,19,21,21,"Thornberry was involved in early enzymology research on Lisinopril , an angiotensin converting enzyme ( ACE ) inhibitor used for the treatment of hypertension ."
2593875,Park,used,for,construction,4,4,11,11,12,12,14,14,"Plans for an Energy Park on the site , to be used for the construction and repair of wind turbines , were scrapped in March 2015 ."
2600388,hassock,used,for,sitting,20,20,23,23,27,27,28,28,"It is said that the island used to produce dried seaweeds ( ) , which were shaped like the cattail hassock ( ) used by the monks for sitting ; therefore the island was originally called 蒲苔島 , the present common name being a corruption ."
2611426,sites,used,for,sequestration,12,12,13,13,14,14,16,16,Another application is the usage of muon tomography to monitor potential underground sites used for carbon sequestration .
2622856,design,used,for,staff,18,18,19,19,25,25,27,27,"Many of the houses are still in place , the majority being the classic 90sq three - bedroom design used as standard across New Zealand for railway staff ."
2632829,frequencies,used,for,echolocation,1,1,2,2,7,7,8,8,The frequencies used by this bat species for echolocation lie between 35 and 108  
2647500,frequencies,used,for,echolocation,1,1,2,2,7,7,8,8,"The frequencies used by this bat species for echolocation lie between 32 and 103   kHz , have maximum energy density at 51   kHz and have an average duration of 4.2 ms ."
2656622,belli,used,for,annexation,4,4,5,5,6,6,8,8,One of the casus belli used for the annexation of the Dutch colony New Netherland was the Amboyna Massacre .
2658590,themes,used,for,movement,54,54,55,55,56,56,59,59,"The complex imitative counterpoint that dominates Kerll 's chamber music is also present in most of his sacred vocal works : in "" Missa non sine quare "" every movement ends with a grand fugue , a similar technique is seen in "" Missa Renovationis "" ( which is almost entirely based on five themes used for the Kyrie movement ) , where every division of the mass also closes with a large fugal section ."
2664664,marble,used,for,columns,10,10,11,11,12,12,15,15,"The walls are of brown Ancaster stone , with Belgian marble used for the clustered columns and wall - linings ."
2664665,stone,used,for,arches,20,20,21,21,22,22,24,24,"There are six bays , formed by the five main columns on each side , with white and blue Bath stone used for the arches and some carved decoration ."
2666637,apartment,used,for,meetings,6,6,7,7,8,8,9,9,"The plan was prepared in an apartment used for meetings in Brzesc , by four Cichociemni agents : Piwnik himself , Jan Rogowski ( Czarek ) , Waclaw Kopisto ( Kry ) and Michal Fijalek ( Kawy ) ."
2670159,words,used,for,purposes,8,8,9,9,10,10,12,12,The Latin language had several sets of number words used for various purposes .
2674031,example,used,for,persuasion,3,3,10,10,11,11,12,12,The most famous example of how cognitive dissonance can be used for persuasion comes from Festinger and Carlsmith 's 1959 experiment in which participants were asked to complete a very dull task for an hour .
2677235,word,used,for,article,20,20,21,21,22,22,24,24,"Between "" Menorquí "" and standard Catalan , as with most Balearic dialects , the most distinctive difference is the word used for the article "" the "" , where "" Menorquí "" uses "" es "" for masculine and "" sa "" for feminine ."
2697967,title,used,for,legislation,9,9,10,10,18,18,19,19,Justices of the Peace Act is a stock short title used in New Zealand and the United Kingdom for legislation relating to justices of the peace .
2701060,addition,used,for,descriptions,1,1,4,4,5,5,7,7,"In addition to being used for logic descriptions , ABEL may also be used to describe test vectors ( patterns of inputs and expected outputs ) that may be downloaded to a hardware device programmer along with the compiled and fuse - mapped PLD programming data ."
2705728,tuning,used,for,guitar,5,5,7,7,8,8,10,10,Mi - composé is a tuning commonly used for rhythm guitar in African popular music forms such as soukous and makossa .
2706130,concerns,used,for,motives,25,25,31,31,32,32,34,34,"North Carolina , like many Southern states , was distrusted by the federal government from starting a "" state police "" agency , due to concerns that the department would be used for political motives to intimidate blacks from voting in the late 1920s , at a time when lynchings and Ku Klux Klan activities were on the rise following the end of World War I."
2706903,regions,used,for,program,1,1,5,5,7,7,8,8,"extensible regions of memory , used typically for program , heap and stack ."
2708670,prisoner,used,for,practice,28,28,29,29,30,30,32,32,"According to Hoyt , "" The thought of a Japanese soldier 's skull becoming an American ashtray was as horrifying in Tokyo as the thought of an American prisoner used for bayonet practice was in New York . """
2713069,frequency,used,for,communications,2,2,3,3,4,4,5,5,"The radio frequency used for communications is 123,450 ."
2723134,name,used,for,Valley,5,5,6,6,7,7,9,9,""" Chenal "" is the name used for Chenal Valley , a 4,800 - acre upscale planned community in west Little Rock —"
2735058,textile,used,for,production,11,11,12,12,13,13,15,15,"It was distinguished from other groups based on the traces of textile used for the production of ceramics , and spread southeast all the way to central Volga , south to the entire river valley of the Oka , southwest to the northern shore of the Daugava , and northwest of Fennoscandia to Karelia , Finland and northern Sweden and Norway ."
2741043,section,used,for,cattle,7,7,12,12,13,13,16,16,In the extreme northeast is a small section of the Monaro Tableland used for grazing beef cattle .
2741124,traps,used,for,cheese,26,26,28,28,29,29,30,30,"Early recipes referred to the dish under the seemingly disparaging name of "" rat traps "" , a play on the longstanding nickname of "" mouse traps "" used for cheese on toast , but also likely a reference to the cylindrical shape , which was similar to commercial rodent traps of the era ."
2751435,stadium,used,for,matches,3,3,9,9,10,10,12,12,"A national cricket stadium in Navrangpura , Ahmedabad , used for national matches and events , is also named after him ."
2753560,effect,used,for,purposes,5,5,6,6,7,7,9,9,A vocoder is a different effect used for similar purposes .
2754375,Variations,used,for,ballet,7,7,28,28,29,29,33,33,"In 1942 he arranged Britten 's "" Variations on a Theme of Frank Bridge "" , a work for string orchestra , for two pianos , to be used for Lew Christensen 's ballet "" Jinx "" ."
2760435,type,used,for,road,8,8,12,12,13,13,15,15,The type of material may depend on the type of paving material used for the road and the desired function or need .
2765698,agreement,used,for,despatches,40,40,47,47,48,48,49,49,"Although there was a lack of experience on which to base a traffic forecast for Christmas 1914 the APS prudently temporarily increased the staff by 600 and obtained use of a further 50 lorries , as well as , getting agreement that all available trains could be used for despatches to the front ."
2771460,brackets,used,for,taxes,4,4,7,7,8,8,10,10,"In case of tax brackets , commonly used for progressive taxes , the average tax rate increases as taxable income increases through tax brackets , asymptoting to the top tax rate ."
2779224,encoding,used,for,data,15,15,16,16,17,17,19,19,"The Internet Engineering Task Force ( IETF ) requires all Internet protocols to identify the encoding used for character data , and the supported character encodings must include UTF-8 ."
2787240,trim,used,for,surrounds,8,8,9,9,10,10,12,12,"This contrasts with the smooth , cast concrete trim used for window surrounds , quoins , a belt course , and the projecting main entry ."
2789179,building,used,for,purposes,8,8,9,9,10,10,12,12,Farmers can qualify for a farmstead exemption on building used for agricultural purposes .
2793146,theatre,used,for,shows,9,9,11,11,12,12,13,13,"In the school garden there is an open air theatre , used for shows , conferences and activities that aim to promote science to a wider public ."
2797022,locations,used,for,filming,23,23,24,24,25,25,27,27,"MGM produced a short film , "" Van Gogh : Darkness Into Light "" , narrated by Dore Schary and showing the European locations used for the filming , to promote "" Lust for Life "" ."
2797417,Locations,used,for,filming,0,0,1,1,2,2,4,4,"Locations used for the filming included Neptune House , BBC Elstree Studios , Borehamwood ."
